FID,OBJECTID,SHAPE,WC_ID,BEZIRK,STRASSE,ORTSANGABE,AKTIV,AKTIV_TXT,OEFFNUNGSZEIT,EINSCHRAENKUNGEN,PERSONALBETREUUNG,KATEGORIE,AUSSTATTUNG,ICON,ICON_TXT,KONTAKT,ABTEILUNG,INFORMATION,SE_ANNO_CAD_DATA
WCANLAGE2OGD.616561,616561,POINT (16.321323272792394 48.25198722228716),M48_0126,19,Sieveringer Straße,"ggü. ONr. 177, Pfarrkirche",-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Pissoir,keine,M,Herren,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616562,616562,POINT (16.291722249824566 48.2333051019915),M48_0111,17,Neuwaldegg / Rudolf-Kirchschläger-Platz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616563,616563,POINT (16.42051543826352 48.2978769524999),M48_0144,21,Stammersdorf / Bahnhofplatz,Endstelle Linie 31,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616564,616564,POINT (16.386664528317244 48.29154063147767),M48_0145,21,Strebersdorf / Rußbergstraße,Endstelle Linie 26,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 2; barrierefrei 2,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616565,616565,POINT (16.361989930317883 48.19799362246325),M48_0039,6,Linke Wienzeile,ggü. ONr. 26,-1,JA,siehe Personalbetreuung,barrierefreie Kabine mittels Euro Key,Mo-Sa: 6-22 Uhr,barrierefrei 1; Pissoir; Herren 3; Damen 4,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten, Euro Key",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616566,616566,POINT (16.359537386005684 48.19727269250694),M48_0040,6,Linke Wienzeile,ggü. ONr. 38,-1,JA,siehe Personalbetreuung,barrierefreie Kabine mittels Euro Key,"Mo-Fr: 6-18:30 Uhr, Sa: 6-17 Uhr",barrierefrei 1; Pissoir; Herren 3; Damen 4,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten, Euro Key",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616567,616567,POINT (16.38934220465082 48.1770245399322),M48_0202,10,Mistplatz Favoriten,Eva-Zilcher-Gasse 3,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; Pissoir,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616568,616568,POINT (16.36806651761352 48.25533908422678),M48_0529,19,Mistplatz Heiligenstadt,Grinzinger Straße 151,-1,JA,"Mo-Fr 7:00-18:00 Uhr, Sa 8:00-18:00 Uhr",ganzjährig ohne Einschränkungen,nein - gratis,Pissoir; barrierefrei 1; Damen 1; Herren1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616569,616569,POINT (16.45529498635966 48.17722100646628),M48_0216,11,Mistplatz Simmering,Johann-Petrak-Gasse .1-3,-1,JA,Mo-Sa 7:00-18:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616570,616570,POINT (16.327748697115496 48.21011687282703),M48_0100,16,Richard-Wagner-Platz / Thaliastraße,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616571,616571,POINT (16.416924989273753 48.204477799261724),M48_0018,2,Stadionallee / Pierre-de-Coubertin-Platz,,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,"Apr-Okt: Sa, So, Ft, Fenstertag: 14-20 Uhr",Unisex 3; barrierefrei 1,"Defibrilator, Feuerlöscher, Erste Hilfe Kasten, Euro Key",B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
WCANLAGE2OGD.616572,616572,POINT (16.39156902969306 48.21877984157154),WL_003,2,SANIFAIR U-Bahn Station Praterstern,,-1,JA,00:00-24:00 Uhr,"vorübergehend geschlossen, Nacht/Barrierefreies-WC geöffnet","vorübergehend geschlossen, Nacht/Barrierefreies - WC 24/7 geöffnet",Damen 3; Herren 1; Pissior 1; barrierefrei 1,"Babywickelraum, Wickeltisch, Barrierefreies WC, Eurokey, Nacht WC, Handdesinfektion",B,Barrierefrei,+43 (0) 800 95 55 777,Wr. Linien,,
WCANLAGE2OGD.616573,616573,POINT (16.410656400420756 48.1717650798671),M48_0067,11,Herder-Park,Herderplatz ggü. ONr. 5,-1,JA,00:00-24:00 Uhr,ganzjährig ohne Einschränkungen,nein - gratis,Unisex 1; barrierefrei 1; Pissoir,Euro Key,B,Barrierefrei,+43 (1) 546 48,MA 48,https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/,
