FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-720,5983898,POINT (16.270136762048136 48.151686639272874),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71f,5983899,POINT (16.344801396376056 48.1517203386912),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71e,5983900,POINT (16.34092464353473 48.15065453289981),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71d,5983901,POINT (16.292020461506137 48.14815555763137),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71c,5983902,POINT (16.40585798937527 48.20490016765254),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71b,5983903,POINT (16.405868216050322 48.20616819623328),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-71a,5983904,POINT (16.40092599435875 48.213175541158435),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-719,5983905,POINT (16.41293085808317 48.18200006245253),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-718,5983906,POINT (16.41078869892435 48.181298803026294),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-717,5983907,POINT (16.412933014976254 48.18147334902946),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-716,5983873,POINT (16.46073193709552 48.15372543305771),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-715,5983908,POINT (16.420793971005775 48.17949643032547),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-714,5983909,POINT (16.415304298158578 48.17928429518888),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-713,5983910,POINT (16.422811823054978 48.17748062617628),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-712,5983911,POINT (16.362032622937182 48.25222211512451),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-711,5983912,POINT (16.280981031872212 48.13583138916359),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-710,5983913,POINT (16.39904111022236 48.19423240299151),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70f,5983914,POINT (16.4010739305905 48.19761308238487),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70e,5983915,POINT (16.277898749172703 48.13934108844725),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70d,5983916,POINT (16.40177611943266 48.19739714536381),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70c,5983917,POINT (16.215165927410215 48.205541821965575),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70b,5983918,POINT (16.33896339466315 48.22581680572237),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-70a,5983919,POINT (16.34743875202879 48.187138339507904),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-709,5983920,POINT (16.33721129150751 48.250683551837234),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-708,5983921,POINT (16.412309968445957 48.277720505462504),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-707,5983922,POINT (16.345831126992802 48.18186956092329),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-706,5983923,POINT (16.26776818987144 48.1966349821632),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-705,5983924,POINT (16.268001244692172 48.19651848989386),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-704,5983925,POINT (16.503589348114605 48.224344244011604),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-703,5983926,POINT (16.329270795594653 48.216417698140326),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-702,5983927,POINT (16.383744185079156 48.18002358725068),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-701,5983928,POINT (16.316931695228853 48.22136223061397),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-700,5983929,POINT (16.433515760039995 48.25216678319236),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ff,5983930,POINT (16.457223661854933 48.21473940469431),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6fe,5983931,POINT (16.381950791963803 48.18187179214481),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6fd,5983932,POINT (16.30709918423006 48.24770027906935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6fc,5983933,POINT (16.339091633641477 48.189482943835685),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6fb,5983934,POINT (16.318517649108905 48.24555483142845),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6fa,5983935,POINT (16.24477170166832 48.20773427641818),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f9,5983936,POINT (16.42906832031515 48.16519688919197),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f8,5983937,POINT (16.425800561658836 48.16725626556151),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f7,5983938,POINT (16.438436110005938 48.26974619441412),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f6,5983939,POINT (16.448696430486738 48.269357667099065),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f5,5983940,POINT (16.43058584864994 48.16799729568764),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f4,5983941,POINT (16.430528343140058 48.16806589063495),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f3,5983942,POINT (16.39406859049035 48.218941065092025),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f2,5983943,POINT (16.396123202031816 48.21913718376086),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f1,5983944,POINT (16.396191665415625 48.21971533090992),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6f0,5983945,POINT (16.394305114482922 48.219453636472466),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ef,5983946,POINT (16.39416817326785 48.21925699375844),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ee,5983947,POINT (16.372566013589665 48.21807692142583),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ed,5983948,POINT (16.251631341891297 48.20203138789152),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ec,5983949,POINT (16.248633648986363 48.20284538547985),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6eb,5983950,POINT (16.249901307408642 48.20228483385766),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ea,5983951,POINT (16.35333593458081 48.25835739464745),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e9,5983952,POINT (16.347785601543634 48.249685707219825),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e8,5983953,POINT (16.33860117827361 48.198934165624664),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e7,5983954,POINT (16.33788911936865 48.20067391607163),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e6,5983955,POINT (16.4522803782128 48.23073219457076),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e5,5983956,POINT (16.393248128681645 48.20176683344419),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e4,5983957,POINT (16.352692074238572 48.22982605175487),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e3,5983958,POINT (16.352529772820105 48.22973072836001),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e2,5983959,POINT (16.404530739698462 48.22428495583701),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e1,5983960,POINT (16.41463989166709 48.21478827536049),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6e0,5983961,POINT (16.405180748800646 48.21680932775022),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6df,5983962,POINT (16.45162039805258 48.22424645540264),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6de,5983963,POINT (16.39206377887064 48.19179051963841),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6dd,5983964,POINT (16.39363480579522 48.19007938269162),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6dc,5983965,POINT (16.314689616016448 48.20670717764689),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6db,5983966,POINT (16.314313458226003 48.20642573411912),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6da,5983967,POINT (16.31516811093081 48.20638290552977),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d9,5983968,POINT (16.348221767500668 48.1951742393043),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d8,5983969,POINT (16.29489726380815 48.23058857686363),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d7,5983970,POINT (16.40311952994952 48.188006290650904),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d6,5983971,POINT (16.376441430813482 48.19857188813201),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d5,5983972,POINT (16.376109905006242 48.198377345315926),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d4,5983973,POINT (16.33313109440894 48.18941153004497),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d3,5983974,POINT (16.312912355717796 48.24999315401921),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d2,5983975,POINT (16.326916582788854 48.189763244164055),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d1,5983976,POINT (16.402692186709107 48.22626002920432),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6d0,5983977,POINT (16.32897327098601 48.1898817453952),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6cf,5983978,POINT (16.328625721891882 48.18996224607729),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ce,5983979,POINT (16.40316493998674 48.22643420178989),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6cd,5983980,POINT (16.418368588983512 48.16663827679216),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6cc,5983981,POINT (16.403326296554503 48.187724941088),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6cb,5983982,POINT (16.5024906911411 48.227719863766154),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ca,5983983,POINT (16.422327899695837 48.27603572175165),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c9,5983984,POINT (16.423744191092634 48.27763653261723),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c8,5983985,POINT (16.44182985023832 48.24124527924616),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c7,5983986,POINT (16.390827878406064 48.222540958816836),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c6,5983987,POINT (16.362253369778003 48.20561177034482),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c5,5983988,POINT (16.387391359166717 48.21938887702378),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c4,5983989,POINT (16.340718727391252 48.195752389611634),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c3,5983990,POINT (16.380148697875192 48.212684766086525),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c2,5983991,POINT (16.353781140116592 48.18552175155463),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c1,5983992,POINT (16.35098184385414 48.20408824091596),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6c0,5983993,POINT (16.35005921200519 48.21065619940701),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6bf,5983994,POINT (16.383443639776985 48.16118479330667),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6be,5983995,POINT (16.330233837567352 48.174476888993944),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6bd,5983996,POINT (16.3136993334322 48.19799768460474),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6bc,5983997,POINT (16.30319848538961 48.196600374145675),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6bb,5983998,POINT (16.309614608685155 48.21383880584804),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ba,5983999,POINT (16.3341471296884 48.22111139988512),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b9,5984000,POINT (16.34582479142342 48.22351731288674),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b8,5984001,POINT (16.367180536953843 48.235352512479686),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b7,5984002,POINT (16.400079959714294 48.25730918285381),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b6,5984003,POINT (16.320592202237354 48.1505202012605),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b5,5984004,POINT (16.390700297220675 48.22355244113008),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b4,5984005,POINT (16.390742652831424 48.223511156638395),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b3,5984006,POINT (16.389158060429057 48.295378852445694),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b2,5984007,POINT (16.3712636826586 48.18692090272602),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b1,5983557,POINT (16.332391564523657 48.17644069896471),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6b0,5983558,POINT (16.38582192364947 48.22506660420049),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6af,5983559,POINT (16.378876082352487 48.17366546480634),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ae,5983560,POINT (16.338334591227603 48.20193457949472),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ad,5983561,POINT (16.338312863870375 48.201940485762975),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ac,5983562,POINT (16.338293134151552 48.20194408612546),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6ab,5983563,POINT (16.407261062092665 48.25526997725367),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6aa,5983564,POINT (16.381700910108105 48.2450909151564),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a9,5983565,POINT (16.30472729981054 48.21391633462106),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a8,5983566,POINT (16.30600383874995 48.19842939131219),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a7,5983567,POINT (16.30598433956378 48.1984328611867),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a6,5983568,POINT (16.306023499356524 48.19842592057735),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a5,5983569,POINT (16.305908640610884 48.19789974026758),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a4,5983570,POINT (16.306160876939536 48.1979802975664),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a3,5983571,POINT (16.41014589104186 48.23202716192323),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a2,5983572,POINT (16.40936131124481 48.23196694322639),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a1,5983573,POINT (16.380422028192864 48.20639001014764),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6a0,5983574,POINT (16.382733874398944 48.186526922724134),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69f,5983575,POINT (16.39037983245928 48.197986184946764),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69e,5983576,POINT (16.343513748414505 48.1880907246832),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69d,5983577,POINT (16.35807336027543 48.227065102586636),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69c,5983578,POINT (16.360690391958716 48.214490594659765),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69b,5983579,POINT (16.380736090991405 48.24475180879554),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-69a,5983580,POINT (16.381929947238696 48.18216200309924),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-699,5983581,POINT (16.339709363988664 48.18151821040556),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-698,5983582,POINT (16.318465968650266 48.189146526990854),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-697,5983583,POINT (16.3074771209538 48.22133846807385),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-696,5983584,POINT (16.33886753182321 48.226433980222),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-695,5983585,POINT (16.501010868565288 48.22383297864396),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-694,5983586,POINT (16.42463729756496 48.22575380575642),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-693,5983587,POINT (16.37727778402264 48.20203823745384),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-692,5983588,POINT (16.405104959111906 48.21696943163924),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-691,5983589,POINT (16.350786797226927 48.18582469816619),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-690,5983590,POINT (16.377818505635148 48.17357171607971),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68f,5983591,POINT (16.306394765974595 48.22057821386136),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68e,5983592,POINT (16.485179615597072 48.15987067829406),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68d,5983593,POINT (16.29404325369826 48.19879307759374),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68c,5983594,POINT (16.335192900473846 48.21344825850657),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68b,5983595,POINT (16.32608098322617 48.21294282091326),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-68a,5983596,POINT (16.432037662791434 48.287732692634435),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-689,5983597,POINT (16.34863241200595 48.19481837781887),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-688,5983598,POINT (16.45001451235003 48.286944102577024),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-687,5983599,POINT (16.394878931724005 48.196644052610075),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-686,5983600,POINT (16.336762689799084 48.22358719854208),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-685,5983601,POINT (16.46829449422513 48.23450966784187),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-684,5983602,POINT (16.450209111530963 48.25492368733212),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-683,5983603,POINT (16.37863985485074 48.20365065405706),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-682,5983604,POINT (16.4126954023147 48.18156878934577),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-681,5983605,POINT (16.405138567024032 48.16190262162844),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-680,5983606,POINT (16.411356690918332 48.24160364142827),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67f,5983607,POINT (16.33767529025057 48.18984939790543),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67e,5983608,POINT (16.30596821108151 48.19831544936516),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67d,5983609,POINT (16.4014549332157 48.193157309406146),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67c,5983610,POINT (16.345049202403178 48.18475574002832),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67b,5983611,POINT (16.385758025705908 48.22521904304708),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-67a,5983612,POINT (16.334990828903294 48.18475216179126),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-679,5983613,POINT (16.36952340253193 48.22590929157551),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-678,5983614,POINT (16.28517478772601 48.19569238674689),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-677,5983615,POINT (16.248870079576246 48.202579119154),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-676,5983616,POINT (16.304783314103307 48.24260117850995),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-675,5983617,POINT (16.311129491187305 48.19610905475961),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-674,5983618,POINT (16.39967866050753 48.25160379808214),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-673,5983619,POINT (16.356178725215997 48.20741803507133),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-672,5983620,POINT (16.389497171476766 48.14804129868887),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-671,5983621,POINT (16.347002228482545 48.1817009844922),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-670,5983622,POINT (16.417605016408075 48.18318936289215),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-66f,5983623,POINT (16.418076586310352 48.18239171490717),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-66e,5983624,POINT (16.381170195935486 48.178358041967996),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-66d,5983625,POINT (16.36789457766714 48.18619124130994),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-66c,5983626,POINT (16.449968063843535 48.23233203315884),Spielbrunnen,3,
