FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-56,5983080,POINT (16.335166856404168 48.17866585940202),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-55,5983081,POINT (16.335293943809802 48.178754187764945),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-54,5983082,POINT (16.36442472739809 48.21778390777476),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-53,5983083,POINT (16.37341517923897 48.170095598381394),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-52,5983084,POINT (16.350397411782055 48.21280092086853),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-51,5983085,POINT (16.45720725983067 48.21473127771602),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-50,5983086,POINT (16.44830707684683 48.24864433038962),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4f,5983087,POINT (16.371977810910916 48.19932714888129),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4e,5983088,POINT (16.393608694940045 48.27301467440835),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4d,5983089,POINT (16.476688507228417 48.21416379110939),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4c,5983090,POINT (16.40832005572948 48.204844301114065),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4b,5983091,POINT (16.345730257421 48.20057704493755),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4a,5983092,POINT (16.347343171125573 48.198899763484256),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-49,5983093,POINT (16.40210781600565 48.20588298057188),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-48,5983094,POINT (16.35797952820393 48.227068238394615),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-47,5983095,POINT (16.25754167571128 48.16599898259459),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-46,5983096,POINT (16.34535002202042 48.20884199952768),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-45,5983097,POINT (16.359129551584886 48.22373392361358),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-44,5983098,POINT (16.372154499388234 48.19931232856279),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-43,5983099,POINT (16.348909523429192 48.21682449055453),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-42,5983100,POINT (16.401461936255743 48.15062103317162),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-41,5983101,POINT (16.35107073275383 48.21226221922205),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-40,5983102,POINT (16.34398211093988 48.21394490069707),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3f,5983103,POINT (16.30544703508152 48.15233188312892),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3e,5983104,POINT (16.391022754904043 48.204634324588184),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3d,5983105,POINT (16.368638469062308 48.17068375191405),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3c,5983106,POINT (16.28585782485777 48.19644795412524),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3b,5983107,POINT (16.32592039946262 48.21466692496686),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3a,5983108,POINT (16.3308976313866 48.197995377962314),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-39,5983109,POINT (16.331065451254986 48.19840759943298),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-38,5983110,POINT (16.397989247544192 48.20354527791833),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-37,5983111,POINT (16.317320856459773 48.20077135834425),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-36,5983112,POINT (16.38922178530977 48.25662107481534),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-35,5983113,POINT (16.314619958662796 48.20631934988832),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-34,5983114,POINT (16.384580182732385 48.155766350536325),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-33,5983115,POINT (16.38472634507046 48.16699463007315),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-32,5983116,POINT (16.403045649674304 48.2264590196412),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-31,5983117,POINT (16.275314871052032 48.19676906204677),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-30,5983118,POINT (16.365680308052983 48.165556746766086),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2f,5983119,POINT (16.38298406759195 48.27709486544685),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2e,5983120,POINT (16.345365356117206 48.18009235429291),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2d,5983121,POINT (16.381662424052312 48.203833567428056),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2c,5983122,POINT (16.381563340395967 48.20353824835934),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2b,5983123,POINT (16.38177557577244 48.20385490125975),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2a,5983124,POINT (16.342370528347267 48.18788950364301),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-29,5983125,POINT (16.389306079552334 48.29530392657273),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-28,5983126,POINT (16.345295518241855 48.18016515765517),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-27,5983127,POINT (16.40748869947121 48.28143792554488),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-26,5983128,POINT (16.413090812912863 48.29713127524222),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-25,5983129,POINT (16.3715383094867 48.21440879719393),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-24,5983130,POINT (16.423627219486804 48.25905202202289),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-23,5983131,POINT (16.42948304457036 48.27584734822284),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-22,5983132,POINT (16.33797480662861 48.20736157566726),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-21,5983133,POINT (16.423000728330408 48.276837262705854),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-20,5983134,POINT (16.51876385282413 48.215372750372744),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1f,5983135,POINT (16.381118197533297 48.203141617914696),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1e,5983136,POINT (16.291164618440966 48.16194482258975),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1d,5983137,POINT (16.422860190797213 48.27617678772024),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1c,5983138,POINT (16.36840311891069 48.2340848607281),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1b,5983139,POINT (16.36843456653548 48.23407768703112),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1a,5983140,POINT (16.342938480445707 48.20752930586757),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-19,5983141,POINT (16.368270992555257 48.24016444294376),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-18,5983142,POINT (16.340660627948026 48.207613565934935),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-17,5983143,POINT (16.345136345879208 48.18483934084598),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-16,5983144,POINT (16.361528377021035 48.25982664116414),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-15,5983145,POINT (16.39188320234436 48.191674893052316),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-14,5983146,POINT (16.3406714088344 48.18576123990031),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-13,5983147,POINT (16.32600119499108 48.163376544146125),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-12,5983148,POINT (16.304202110230754 48.16204121474648),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-11,5983149,POINT (16.301495883191304 48.149279647579476),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-10,5983150,POINT (16.331698280876555 48.17371414895282),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-f,5983151,POINT (16.388992343636662 48.260449163220144),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-e,5983152,POINT (16.392363999147253 48.23285511491637),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-d,5983153,POINT (16.37229992598195 48.18256092563202),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-c,5983154,POINT (16.449502304837477 48.23700665636249),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-b,5983155,POINT (16.304136460070183 48.1998053345887),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-a,5983156,POINT (16.3889074429479 48.20137818540243),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-9,5983157,POINT (16.301456885430717 48.18788899199476),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-8,5983158,POINT (16.38918062541953 48.148051658920686),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-7,5983159,POINT (16.333283328990646 48.194321709347925),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-6,5983160,POINT (16.333313571249438 48.19440481484156),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-5,5983161,POINT (16.333287606972497 48.19440758232182),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-4,5983162,POINT (16.333284318678498 48.19442405156384),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-3,5983163,POINT (16.27530641535033 48.19679075915759),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-2,5983164,POINT (16.467003420898983 48.2241446075953),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_-1,5983165,POINT (16.3445517453125 48.180301592882074),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_0,5983166,POINT (16.35831388521627 48.22713779065777),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1,5983167,POINT (16.31322440830414 48.148147774982725),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2,5983168,POINT (16.31321871990135 48.14814729810243),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3,5983169,POINT (16.293581519273996 48.17795093472225),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4,5983170,POINT (16.395379167297257 48.21874817736382),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5,5983171,POINT (16.389707657357455 48.19956789039058),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_6,5983172,POINT (16.510131415696883 48.23008778343356),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_7,5983173,POINT (16.337386517982505 48.187177614493606),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_8,5983174,POINT (16.360291495877934 48.24206530042682),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_9,5983175,POINT (16.50951208984945 48.22795589467909),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_a,5983176,POINT (16.416561245109783 48.239990789168615),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_b,5983177,POINT (16.39085672943333 48.22681146775227),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_c,5983178,POINT (16.39069726689978 48.22775036155927),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_d,5983179,POINT (16.390693274126097 48.226887416491564),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_e,5983180,POINT (16.390898650073954 48.22693912861954),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_f,5983181,POINT (16.393871740966755 48.21655396184365),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_10,5983182,POINT (16.462504015691277 48.15777696418782),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_11,5983183,POINT (16.37733864782824 48.24616648050934),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_12,5983184,POINT (16.37729804830204 48.246216375616505),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_13,5983185,POINT (16.44506192187813 48.27174973918186),Wasserspielmöglichkeit,13,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_14,5983186,POINT (16.313226127177558 48.1482291729148),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_15,5983187,POINT (16.39900847831911 48.15086299855305),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_16,5983188,POINT (16.350146796529756 48.23243158339332),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_17,5983189,POINT (16.34263158200608 48.22081761784545),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_18,5983190,POINT (16.333421772194264 48.20876634626689),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_19,5983191,POINT (16.426820221102723 48.17035301933542),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1a,5983192,POINT (16.433783742482692 48.16811689894576),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1b,5983193,POINT (16.414882197582813 48.170485600133865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1c,5983194,POINT (16.450424610774043 48.25143232854888),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1d,5983195,POINT (16.3059686125554 48.19834878559671),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1e,5983196,POINT (16.378043864546765 48.213754222370035),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_1f,5983197,POINT (16.304535690301226 48.229038379287324),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_20,5983198,POINT (16.370775685060924 48.18220685556151),Sprühnebeldusche,11,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_21,5983199,POINT (16.326089158206262 48.18868582938957),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_22,5983200,POINT (16.402035396456636 48.1451798454992),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_23,5983202,POINT (16.402331485484048 48.15089898295904),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_24,5983203,POINT (16.403052269852157 48.150401593433585),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_25,5983204,POINT (16.406626741777433 48.14495399258772),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_26,5983205,POINT (16.36921193274482 48.199748828964125),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_27,5983206,POINT (16.37970710135723 48.204182801015335),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_28,5983207,POINT (16.380695160368106 48.204852228743185),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_29,5983208,POINT (16.443694757424147 48.263280488573244),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2a,5983209,POINT (16.39836903701854 48.26442434729834),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2b,5983210,POINT (16.39833257196675 48.26421793687344),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2c,5983211,POINT (16.317966418452535 48.21441119095769),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2d,5983212,POINT (16.355726858884193 48.20370590071681),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2e,5983213,POINT (16.346516511827108 48.20456905828049),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_2f,5983214,POINT (16.352192126811453 48.20267675752912),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_30,5983215,POINT (16.338537352427092 48.201431997753865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_31,5983216,POINT (16.338496117788914 48.202026768582584),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_32,5983217,POINT (16.355083550196106 48.20616536604556),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_33,5983218,POINT (16.330617779153084 48.19851315221989),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_34,5983219,POINT (16.332362555614605 48.2040235245217),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_35,5983220,POINT (16.33201022750836 48.20350240169231),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_36,5983221,POINT (16.31893549292359 48.19411493229334),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_37,5983222,POINT (16.29197029757936 48.16336911482504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_38,5983223,POINT (16.260095738502073 48.19364272838662),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_39,5983224,POINT (16.26130769184869 48.19242262224393),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3a,5983225,POINT (16.287154036030618 48.185535589066724),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3b,5983226,POINT (16.274365404633567 48.18121540640853),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3c,5983227,POINT (16.274409066714636 48.181074429881406),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3d,5983228,POINT (16.268380505274102 48.182374068677724),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3e,5983229,POINT (16.288167919557285 48.16795473326517),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_3f,5983230,POINT (16.28751419895049 48.16782663888225),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_40,5983231,POINT (16.280991131368168 48.16573327479148),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_41,5983232,POINT (16.296984699660495 48.16837278770223),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_42,5983233,POINT (16.419400330242976 48.173890259387456),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_43,5983234,POINT (16.342545047320097 48.2075537639688),Bodenfontäne,12,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_44,5983235,POINT (16.367600011064756 48.16643830061283),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_45,5983236,POINT (16.384412655706054 48.175937406158496),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_46,5983237,POINT (16.368661084170476 48.17454842777709),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_47,5983238,POINT (16.36854271414976 48.17469764521685),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_48,5983239,POINT (16.490532619984617 48.214538768933814),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_49,5983201,POINT (16.382310140573516 48.21510688359693),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4a,5983240,POINT (16.368074990025296 48.17470993683706),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4b,5983241,POINT (16.368119326349614 48.17535505958252),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4c,5983242,POINT (16.379591399827852 48.16563214380331),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4d,5983243,POINT (16.38639148179954 48.172141007068966),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4e,5983244,POINT (16.3941536265562 48.171734152118965),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_4f,5983245,POINT (16.37773965842542 48.16671964600139),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_50,5983246,POINT (16.352041008361912 48.16945401021586),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_51,5983247,POINT (16.352072395088488 48.16940088435666),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_52,5983248,POINT (16.3840038571101 48.16787973658567),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_53,5983249,POINT (16.384676080911785 48.16708329811881),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_54,5983250,POINT (16.371293738851172 48.172903147055266),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_55,5983251,POINT (16.37118068146185 48.173428844803816),Spielbrunnen,3,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_56,5983252,POINT (16.37164703812359 48.17334482769423),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_57,5983253,POINT (16.368724356945798 48.17810474995009),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_58,5983254,POINT (16.354156189512523 48.174815873578105),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_59,5983255,POINT (16.354731896212197 48.17563620927874),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5a,5983256,POINT (16.366293443785374 48.181369383976964),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5b,5983257,POINT (16.36537846428343 48.180310120485096),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5c,5983258,POINT (16.359935819736485 48.17687984437315),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5d,5983259,POINT (16.360183344580637 48.17683046657048),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5e,5983260,POINT (16.38063787665156 48.20305258933968),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_5f,5983261,POINT (16.381687448341733 48.204817998324884),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_60,5983262,POINT (16.248046000094615 48.210088949148435),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_61,5983263,POINT (16.291057420742757 48.159223413056885),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_62,5983264,POINT (16.396322569863763 48.225947148009546),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_63,5983265,POINT (16.38435325010757 48.21782611048072),Zierbrunnen,6,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_64,5983266,POINT (16.343378110079914 48.188323878857304),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid--1d380552_198b1b651c6_65,5983267,POINT (16.331715589475547 48.19064598040783),Trinkbrunnen mit Tränke,5,
